LOCALE,KEY,ENGLISH,,,,,,VALUE,FIXUTURE,CONTEXT
fr,doctitle.ticket.index,{{count}} Tickets,_count}} Tickets,_count_var_ Tickets,Billets _count_var_,Billets _count}},Billets {{count}},Billets {{count}},"'doctitle.ticket.index':'Billets {{count}}',",
fr,doctitle.ticket.new,New Ticket,New Ticket,New Ticket,New ticket,New ticket,New ticket,New ticket,"'doctitle.ticket.new':'New ticket',",
fr,doctitle.ticket.single,Ticket #{{number}},Ticket #_number}},Ticket #_number_var_,ticket #_number_var_,ticket #_number}},ticket #{{number}},ticket #{{number}},"'doctitle.ticket.single':'ticket #{{number}}',",
fr,document.management,Document Management,Document Management,Document Management,Gestion de documents,Gestion de documents,Gestion de documents,Gestion de documents,"'document.management':'Gestion de documents',",
fr,doors,Doors,Doors,Doors,Des portes,Des portes,Des portes,Des portes,"'doors':'Des portes',",
fr,doors.and.grills,Doors And Grills,Doors And Grills,Doors And Grills,Portes et Grills,Portes et Grills,Portes et Grills,Portes et Grills,"'doors.and.grills':'Portes et Grills',",
fr,draft.beer.and.wine,Draft Beer And Wine,Draft Beer And Wine,Draft Beer And Wine,Projet de bière et de vin,Projet de bière et de vin,Projet de bière et de vin,Projet de bière et de vin,"'draft.beer.and.wine':'Projet de bière et de vin',",
fr,drug.and.alcohol.testing,Drug And Alcohol Testing,Drug And Alcohol Testing,Drug And Alcohol Testing,Dépistage des drogues et l'alcool,Dépistage des drogues et l'alcool,Dépistage des drogues et l'alcool,Dépistage des drogues et l'alcool,"'drug.and.alcohol.testing':'Dépistage des drogues et l\'alcool',",
fr,dry.ice,Dry Ice,Dry Ice,Dry Ice,Glace carbonique,Glace carbonique,Glace carbonique,Glace carbonique,"'dry.ice':'Glace carbonique',",
fr,drywall,Drywall,Drywall,Drywall,Drywall,Drywall,Drywall,Drywall,"'drywall':'Drywall',",
fr,dt.link.submit,Submit,Submit,Submit,Soumettre,Soumettre,Soumettre,Soumettre,"'dt.link.submit':'Soumettre',",
fr,dt.new,New,New,New,Nouveau,Nouveau,Nouveau,Nouveau,"'dt.new':'Nouveau',",
fr,dt.placeholder_submit,Leave blank if Submit,Leave blank if Submit,Leave blank if Submit,Laissez vide si Soumettre,Laissez vide si Soumettre,Laissez vide si Soumettre,Laissez vide si Soumettre,"'dt.placeholder_submit':'Laissez vide si Soumettre',",
fr,dt.start,Start,Start,Start,Début,Début,Début,Début,"'dt.start':'Début',",
fr,dt.ticket.launch,Launch Ticket Decision Tree,Launch Ticket Decision Tree,Launch Ticket Decision Tree,Lancement Arbre de décision de billets,Lancement Arbre de décision de billets,Lancement Arbre de décision de billets,Lancement Arbre de décision de billets,"'dt.ticket.launch':'Lancement Arbre de décision de billets',",
fr,educator,Educator,Educator,Educator,Éducateur,Éducateur,Éducateur,Éducateur,"'educator':'Éducateur',",
fr,electric.shopping.carts,Electric Shopping Carts,Electric Shopping Carts,Electric Shopping Carts,Électriques Chariots,Électriques Chariots,Électriques Chariots,Électriques Chariots,"'electric.shopping.carts':'Électriques Chariots',",
fr,electrical,Electrical,Electrical,Electrical,Électrique,Électrique,Électrique,Électrique,"'electrical':'Électrique',",
fr,electrical.parts,Electrical Parts,Electrical Parts,Electrical Parts,Pièces électriques,Pièces électriques,Pièces électriques,Pièces électriques,"'electrical.parts':'Pièces électriques',",
fr,emergency.cleaning,Emergency Cleaning,Emergency Cleaning,Emergency Cleaning,Nettoyage d'urgence,Nettoyage d'urgence,Nettoyage d'urgence,Nettoyage d'urgence,"'emergency.cleaning':'Nettoyage d\'urgence',",
fr,energy.management,Energy Management,Energy Management,Energy Management,Gestion de l'énergie,Gestion de l'énergie,Gestion de l'énergie,Gestion de l'énergie,"'energy.management':'Gestion de l\'énergie',",
fr,engineering,Engineering,Engineering,Engineering,Ingénierie,Ingénierie,Ingénierie,Ingénierie,"'engineering':'Ingénierie',",
fr,environmental.services,Environmental Services,Environmental Services,Environmental Services,Services environnementaux,Services environnementaux,Services environnementaux,Services environnementaux,"'environmental.services':'Services environnementaux',",
fr,equipment.lifting,Equipment Lifting,Equipment Lifting,Equipment Lifting,Équipement de levage,Équipement de levage,Équipement de levage,Équipement de levage,"'equipment.lifting':'Équipement de levage',",
fr,equipment.moving,Equipment Moving,Equipment Moving,Equipment Moving,Équipement de déménagement,Équipement de déménagement,Équipement de déménagement,Équipement de déménagement,"'equipment.moving':'Équipement de déménagement',",
fr,errors.address.address,Address required,Address required,Address required,Adresse requise,Adresse requise,Adresse requise,Adresse requise,"'errors.address.address':'Adresse requise',",
fr,errors.address.city,City required,City required,City required,Ville requise,Ville requise,Ville requise,Ville requise,"'errors.address.city':'Ville requise',",
fr,errors.address.country,Country required,Country required,Country required,Pays requis,Pays requis,Pays requis,Pays requis,"'errors.address.country':'Pays requis',",
fr,errors.address.postal_code,Zip code required,Zip code required,Zip code required,Code postal requis,Code postal requis,Code postal requis,Code postal requis,"'errors.address.postal_code':'Code postal requis',",
fr,errors.address.state,State required,State required,State required,État requis,État requis,État requis,État requis,"'errors.address.state':'État requis',",
fr,errors.automation.assignee,Please select an Assignee,Please select an Assignee,Please select an Assignee,S'il vous plaît sélectionner un Cessionnaire,S'il vous plaît sélectionner un Cessionnaire,S'il vous plaît sélectionner un Cessionnaire,S'il vous plaît sélectionner un Cessionnaire,"'errors.automation.assignee':'S\'il vous plaît sélectionner un Cessionnaire',",
fr,errors.automation.description,Please enter a description so that you can find this later,Please enter a description so that you can find this later,Please enter a description so that you can find this later,S'il vous plaît entrer une description de sorte que vous pouvez trouver plus tard,S'il vous plaît entrer une description de sorte que vous pouvez trouver plus tard,S'il vous plaît entrer une description de sorte que vous pouvez trouver plus tard,S'il vous plaît entrer une description de sorte que vous pouvez trouver plus tard,"'errors.automation.description':'S\'il vous plaît entrer une description de sorte que vous pouvez trouver plus tard',",
fr,errors.automation.description.min_max,Description must be at least 5 charachters long,Description must be at least 5 charachters long,Description must be at least 5 charachters long,La description doit être au moins 5 charachters longue,La description doit être au moins 5 charachters longue,La description doit être au moins 5 charachters longue,La description doit être au moins 5 charachters longue,"'errors.automation.description.min_max':'La description doit être au moins 5 charachters longue',",
fr,errors.automation.pf.criteria.length,Must have at least one criteria,Must have at least one criteria,Must have at least one criteria,Doit avoir au moins un critère,Doit avoir au moins un critère,Doit avoir au moins un critère,Doit avoir au moins un critère,"'errors.automation.pf.criteria.length':'Doit avoir au moins un critère',",
fr,errors.automation.pf.length,Please add at least one filter,Please add at least one filter,Please add at least one filter,S'il vous plaît ajouter au moins un filtre,S'il vous plaît ajouter au moins un filtre,S'il vous plaît ajouter au moins un filtre,S'il vous plaît ajouter au moins un filtre,"'errors.automation.pf.length':'S\'il vous plaît ajouter au moins un filtre',",
fr,errors.automation.ticketcc,Please select a CC,Please select a CC,Please select a CC,S'il vous plaît sélectionner un CC,S'il vous plaît sélectionner un CC,S'il vous plaît sélectionner un CC,S'il vous plaît sélectionner un CC,"'errors.automation.ticketcc':'S\'il vous plaît sélectionner un CC',",
fr,errors.category.cost_amount,Root cateogries must specify a default NTE.,Root cateogries must specify a default NTE.,Root cateogries must specify a default NTE.,cateogries racines doivent spécifier un NTE défaut.,cateogries racines doivent spécifier un NTE défaut.,cateogries racines doivent spécifier un NTE défaut.,cateogries racines doivent spécifier un NTE défaut.,"'errors.category.cost_amount':'cateogries racines doivent spécifier un NTE défaut.',",
fr,errors.category.cost_amount.gte,Cost amount cannot be negative,Cost amount cannot be negative,Cost amount cannot be negative,montant des coûts ne peut pas être négatif,montant des coûts ne peut pas être négatif,montant des coûts ne peut pas être négatif,montant des coûts ne peut pas être négatif,"'errors.category.cost_amount.gte':'montant des coûts ne peut pas être négatif',",
fr,errors.category.cost_amount.length,Whoa money bags! I do not think you have the funds for this.,Whoa money bags! I do not think you have the funds for this.,Whoa money bags! I do not think you have the funds for this.,sacs d'argent Whoa! Je ne pense pas que vous avez les fonds pour cela.,sacs d'argent Whoa! Je ne pense pas que vous avez les fonds pour cela.,sacs d'argent Whoa! Je ne pense pas que vous avez les fonds pour cela.,sacs d'argent Whoa! Je ne pense pas que vous avez les fonds pour cela.,"'errors.category.cost_amount.length':'sacs d\'argent Whoa! Je ne pense pas que vous avez les fonds pour cela.',",
fr,errors.category.name,Name must be provided. ,Name must be provided. ,Name must be provided. ,Le nom doit être fourni.,Le nom doit être fourni.,Le nom doit être fourni.,Le nom doit être fourni.,"'errors.category.name':'Le nom doit être fourni.',",
fr,errors.client.category_not_found,Category not found,Category not found,Category not found,Catégorie introuvable,Catégorie introuvable,Catégorie introuvable,Catégorie introuvable,"'errors.client.category_not_found':'Catégorie introuvable',",
fr,errors.client.category_param_missing,Category parameter must be included,Category parameter must be included,Category parameter must be included,Catégorie paramètre doit être inclus,Catégorie paramètre doit être inclus,Catégorie paramètre doit être inclus,Catégorie paramètre doit être inclus,"'errors.client.category_param_missing':'Catégorie paramètre doit être inclus',",
fr,errors.client.default,Client Error,Client Error,Client Error,Erreur client,Erreur client,Erreur client,Erreur client,"'errors.client.default':'Erreur client',",
fr,errors.date.gte_today,Date must be greater than or equal to today,Date must be greater than or equal to today,Date must be greater than or equal to today,La date doit être supérieure ou égale à aujourd'hui,La date doit être supérieure ou égale à aujourd'hui,La date doit être supérieure ou égale à aujourd'hui,La date doit être supérieure ou égale à aujourd'hui,"'errors.date.gte_today':'La date doit être supérieure ou égale à aujourd\'hui',",
fr,errors.dtd.description,Description must be provided,Description must be provided,Description must be provided,La description doit être fournie,La description doit être fournie,La description doit être fournie,La description doit être fournie,"'errors.dtd.description':'La description doit être fournie',",
fr,errors.dtd.key,Key must be provided,Key must be provided,Key must be provided,Key doit être fourni,Key doit être fourni,Key doit être fourni,Key doit être fourni,"'errors.dtd.key':'Key doit être fourni',",
fr,errors.dtd.key.length,Key must less than 12 characters,Key must less than 12 characters,Key must less than 12 characters,Key must moins de 12 caractères,Key must moins de 12 caractères,Key must moins de 12 caractères,Key must moins de 12 caractères,"'errors.dtd.key.length':'Key must moins de 12 caractères',",
fr,errors.email.email,Email required,Email required,Email required,Email (requis,Email (requis,Email (requis,Email (requis,"'errors.email.email':'Email (requis',",
fr,errors.link.text,Text must be provided,Text must be provided,Text must be provided,Le texte doit être fourni,Le texte doit être fourni,Le texte doit être fourni,Le texte doit être fourni,"'errors.link.text':'Le texte doit être fourni',",
fr,errors.location_level.name,Name must be provided. ,Name must be provided. ,Name must be provided. ,Le nom doit être fourni.,Le nom doit être fourni.,Le nom doit être fourni.,Le nom doit être fourni.,"'errors.location_level.name':'Le nom doit être fourni.',",
fr,errors.location.location_level,Location Level must be provided. ,Location Level must be provided. ,Location Level must be provided. ,Lieu Level doit être fournie.,Lieu Level doit être fournie.,Lieu Level doit être fournie.,Lieu Level doit être fournie.,"'errors.location.location_level':'Lieu Level doit être fournie.',",
fr,errors.location.name,Name must be provided. ,Name must be provided. ,Name must be provided. ,Le nom doit être fourni.,Le nom doit être fourni.,Le nom doit être fourni.,Le nom doit être fourni.,"'errors.location.name':'Le nom doit être fourni.',",
fr,errors.location.number,Number must be provided. ,Number must be provided. ,Number must be provided. ,Nombre doit être fourni.,Nombre doit être fourni.,Nombre doit être fourni.,Nombre doit être fourni.,"'errors.location.number':'Nombre doit être fourni.',",
fr,errors.location.status,Status must be provided. ,Status must be provided. ,Status must be provided. ,Le statut doit être fourni.,Le statut doit être fourni.,Le statut doit être fourni.,Le statut doit être fourni.,"'errors.location.status':'Le statut doit être fourni.',",
fr,errors.person.first_name,First name must be provided. ,First name must be provided. ,First name must be provided. ,Prénom doit être fourni.,Prénom doit être fourni.,Prénom doit être fourni.,Prénom doit être fourni.,"'errors.person.first_name':'Prénom doit être fourni.',",
fr,errors.person.first_name.length,Max length of 30,Max length of 30,Max length of 30,Longueur maximale de 30,Longueur maximale de 30,Longueur maximale de 30,Longueur maximale de 30,"'errors.person.first_name.length':'Longueur maximale de 30',",
fr,errors.person.last_name,Last name must be provided. Max length 30,Last name must be provided. Max length 30,Last name must be provided. Max length 30,Nom de famille doit être fournie. Longueur max 30,Nom de famille doit être fournie. Longueur max 30,Nom de famille doit être fournie. Longueur max 30,Nom de famille doit être fournie. Longueur max 30,"'errors.person.last_name':'Nom de famille doit être fournie. Longueur max 30',",
fr,errors.person.last_name.length,Max length of 30,Max length of 30,Max length of 30,Longueur maximale de 30,Longueur maximale de 30,Longueur maximale de 30,Longueur maximale de 30,"'errors.person.last_name.length':'Longueur maximale de 30',",
fr,errors.person.middle_initial,Middle Initial can only contain characters,Middle Initial can only contain characters,Middle Initial can only contain characters,Initiale ne peut contenir que des caractères,Initiale ne peut contenir que des caractères,Initiale ne peut contenir que des caractères,Initiale ne peut contenir que des caractères,"'errors.person.middle_initial':'Initiale ne peut contenir que des caractères',",
fr,errors.person.password,"Password must include at least one upper case letter, one lower case letter, and a number","Password must include at least one upper case letter, one lower case letter, and a number","Password must include at least one upper case letter, one lower case letter, and a number","Mot de passe doit comporter au moins une lettre majuscule, une lettre minuscule, et un certain nombre","Mot de passe doit comporter au moins une lettre majuscule, une lettre minuscule, et un certain nombre","Mot de passe doit comporter au moins une lettre majuscule, une lettre minuscule, et un certain nombre","Mot de passe doit comporter au moins une lettre majuscule, une lettre minuscule, et un certain nombre","'errors.person.password':'Mot de passe doit comporter au moins une lettre majuscule, une lettre minuscule, et un certain nombre',",
fr,errors.person.password.length,Password cannot be more than 15 characters,Password cannot be more than 15 characters,Password cannot be more than 15 characters,Mot de passe ne peut pas être plus de 15 caractères,Mot de passe ne peut pas être plus de 15 caractères,Mot de passe ne peut pas être plus de 15 caractères,Mot de passe ne peut pas être plus de 15 caractères,"'errors.person.password.length':'Mot de passe ne peut pas être plus de 15 caractères',",
fr,errors.person.username,Username must be provided,Username must be provided,Username must be provided,Nom d'utilisateur doit être fourni,Nom d'utilisateur doit être fourni,Nom d'utilisateur doit être fourni,Nom d'utilisateur doit être fourni,"'errors.person.username':'Nom d\'utilisateur doit être fourni',",
fr,errors.phonenumber.number,Phone number required,Phone number required,Phone number required,Numéro de téléphone requis,Numéro de téléphone requis,Numéro de téléphone requis,Numéro de téléphone requis,"'errors.phonenumber.number':'Numéro de téléphone requis',",
fr,errors.profile.description,Description must be provided,Description must be provided,Description must be provided,La description doit être fournie,La description doit être fournie,La description doit être fournie,La description doit être fournie,"'errors.profile.description':'La description doit être fournie',",
fr,errors.profile.description.min_max,Must be between 5 and 500 characters,Must be between 5 and 500 characters,Must be between 5 and 500 characters,Doit être compris entre 5 et 500 caractères,Doit être compris entre 5 et 500 caractères,Doit être compris entre 5 et 500 caractères,Doit être compris entre 5 et 500 caractères,"'errors.profile.description.min_max':'Doit être compris entre 5 et 500 caractères',",
fr,errors.role.auth_amount,Auth Amount must be provided,Auth Amount must be provided,Auth Amount must be provided,Auth Montant doit être fourni,Auth Montant doit être fourni,Auth Montant doit être fourni,Auth Montant doit être fourni,"'errors.role.auth_amount':'Auth Montant doit être fourni',",
fr,errors.role.auth_amount.gte,Auth amount cannot be negative,Auth amount cannot be negative,Auth amount cannot be negative,montant Auth ne peut pas être négatif,montant Auth ne peut pas être négatif,montant Auth ne peut pas être négatif,montant Auth ne peut pas être négatif,"'errors.role.auth_amount.gte':'montant Auth ne peut pas être négatif',",
fr,errors.role.auth_estimate.length,Whoa money bags! I do not think you have the funds for this.,Whoa money bags! I do not think you have the funds for this.,Whoa money bags! I do not think you have the funds for this.,sacs d'argent Whoa! Je ne pense pas que vous avez les fonds pour cela.,sacs d'argent Whoa! Je ne pense pas que vous avez les fonds pour cela.,sacs d'argent Whoa! Je ne pense pas que vous avez les fonds pour cela.,sacs d'argent Whoa! Je ne pense pas que vous avez les fonds pour cela.,"'errors.role.auth_estimate.length':'sacs d\'argent Whoa! Je ne pense pas que vous avez les fonds pour cela.',",
fr,errors.role.location_level,Location Level must be provided,Location Level must be provided,Location Level must be provided,Lieu Level doit être fournie,Lieu Level doit être fournie,Lieu Level doit être fournie,Lieu Level doit être fournie,"'errors.role.location_level':'Lieu Level doit être fournie',",
fr,errors.role.name,Name must be provided,Name must be provided,Name must be provided,Le nom doit être fourni,Le nom doit être fourni,Le nom doit être fourni,Le nom doit être fourni,"'errors.role.name':'Le nom doit être fourni',",
fr,errors.sendemail.body,Email Body required,Email Body required,Email Body required,Email Body requis,Email Body requis,Email Body requis,Email Body requis,"'errors.sendemail.body':'Email Body requis',",
fr,errors.sendemail.recipient,SMS Recipient required,SMS Recipient required,SMS Recipient required,SMS bénéficiaire requis,SMS bénéficiaire requis,SMS bénéficiaire requis,SMS bénéficiaire requis,"'errors.sendemail.recipient':'SMS bénéficiaire requis',",
fr,errors.sendemail.subject,Email Subject required,Email Subject required,Email Subject required,Email Objet requis,Email Objet requis,Email Objet requis,Email Objet requis,"'errors.sendemail.subject':'Email Objet requis',",
fr,errors.sendsms.body,SMS Body required,SMS Body required,SMS Body required,SMS Body requis,SMS Body requis,SMS Body requis,SMS Body requis,"'errors.sendsms.body':'SMS Body requis',",
fr,errors.sendsms.recipient,SMS Recipient required,SMS Recipient required,SMS Recipient required,SMS bénéficiaire requis,SMS bénéficiaire requis,SMS bénéficiaire requis,SMS bénéficiaire requis,"'errors.sendsms.recipient':'SMS bénéficiaire requis',",
fr,errors.server.default,Server Error,Server Error,Server Error,erreur du serveur,erreur du serveur,erreur du serveur,erreur du serveur,"'errors.server.default':'erreur du serveur',",
fr,errors.tenant.billing_contact,Billing Contact must be provided,Billing Contact must be provided,Billing Contact must be provided,Contact de facturation doit être fournie,Contact de facturation doit être fournie,Contact de facturation doit être fournie,Contact de facturation doit être fournie,"'errors.tenant.billing_contact':'Contact de facturation doit être fournie',",
fr,errors.tenant.billing_contact,Billing Contact required,Billing Contact required,Billing Contact required,Contact de facturation requis,Contact de facturation requis,Contact de facturation requis,Contact de facturation requis,"'errors.tenant.billing_contact':'Contact de facturation requis',",
fr,errors.tenant.company_code,Company Code,Company Code,Company Code,Code de l'entreprise,Code de l'entreprise,Code de l'entreprise,Code de l'entreprise,"'errors.tenant.company_code':'Code de l\'entreprise',",
fr,errors.tenant.company_name,Company Name must be provided,Company Name must be provided,Company Name must be provided,Nom de l'entreprise doit être fournie,Nom de l'entreprise doit être fournie,Nom de l'entreprise doit être fournie,Nom de l'entreprise doit être fournie,"'errors.tenant.company_name':'Nom de l\'entreprise doit être fournie',",
fr,errors.tenant.countries,Company Code must be provided,Company Code must be provided,Company Code must be provided,Code des sociétés doit être fournie,Code des sociétés doit être fournie,Code des sociétés doit être fournie,Code des sociétés doit être fournie,"'errors.tenant.countries':'Code des sociétés doit être fournie',",
fr,errors.tenant.dashboard_text,Dashboard Text must be provided,Dashboard Text must be provided,Dashboard Text must be provided,Dashboard texte doit être fourni,Dashboard texte doit être fourni,Dashboard texte doit être fourni,Dashboard texte doit être fourni,"'errors.tenant.dashboard_text':'Dashboard texte doit être fourni',",
fr,errors.tenant.default_currency,Currency must be provided,Currency must be provided,Currency must be provided,Monnaie doit être fournie,Monnaie doit être fournie,Monnaie doit être fournie,Monnaie doit être fournie,"'errors.tenant.default_currency':'Monnaie doit être fournie',",
fr,errors.tenant.implementation_contact,Implementation Contact must be provided,Implementation Contact must be provided,Implementation Contact must be provided,La mise en œuvre contacter doit être fournie,La mise en œuvre contacter doit être fournie,La mise en œuvre contacter doit être fournie,La mise en œuvre contacter doit être fournie,"'errors.tenant.implementation_contact':'La mise en œuvre contacter doit être fournie',",
fr,errors.tenant.implementation_contact_initial,Implementation contact required,Implementation contact required,Implementation contact required,Contact de mise en œuvre nécessaire,Contact de mise en œuvre nécessaire,Contact de mise en œuvre nécessaire,Contact de mise en œuvre nécessaire,"'errors.tenant.implementation_contact_initial':'Contact de mise en œuvre nécessaire',",
fr,errors.ticket.assignee,Assignee must be provided,Assignee must be provided,Assignee must be provided,Cessionnaire doit être fournie,Cessionnaire doit être fournie,Cessionnaire doit être fournie,Cessionnaire doit être fournie,"'errors.ticket.assignee':'Cessionnaire doit être fournie',",
fr,errors.ticket.category.top,Category Required,Category Required,Category Required,Catégorie requise,Catégorie requise,Catégorie requise,Catégorie requise,"'errors.ticket.category.top':'Catégorie requise',",
fr,errors.ticket.categoryIssue,Issue Category Required,Issue Category Required,Issue Category Required,Problème Catégorie requis,Problème Catégorie requis,Problème Catégorie requis,Problème Catégorie requis,"'errors.ticket.categoryIssue':'Problème Catégorie requis',",
fr,errors.ticket.categorySub-Issue,Sub Issue Category Required,Sub Issue Category Required,Sub Issue Category Required,Sous émission Catégorie requise,Sous émission Catégorie requise,Sous émission Catégorie requise,Sous émission Catégorie requise,"'errors.ticket.categorySub-Issue':'Sous émission Catégorie requise',",
fr,errors.ticket.categoryTrade,Trade Category Required,Trade Category Required,Trade Category Required,Commerce Catégorie requis,Commerce Catégorie requis,Commerce Catégorie requis,Commerce Catégorie requis,"'errors.ticket.categoryTrade':'Commerce Catégorie requis',",
fr,errors.ticket.location,Location must be provided,Location must be provided,Location must be provided,Emplacement doit être fourni,Emplacement doit être fourni,Emplacement doit être fourni,Emplacement doit être fourni,"'errors.ticket.location':'Emplacement doit être fourni',",
fr,errors.ticket.priority,Priority must be provided,Priority must be provided,Priority must be provided,La priorité doit être fournie,La priorité doit être fournie,La priorité doit être fournie,La priorité doit être fournie,"'errors.ticket.priority':'La priorité doit être fournie',",
fr,errors.ticket.request,Request must be provided,Request must be provided,Request must be provided,La demande doit être fournie,La demande doit être fournie,La demande doit être fournie,La demande doit être fournie,"'errors.ticket.request':'La demande doit être fournie',",
fr,errors.ticket.request.length,Request must be at least 5 characters,Request must be at least 5 characters,Request must be at least 5 characters,La demande doit être d'au moins 5 caractères,La demande doit être d'au moins 5 caractères,La demande doit être d'au moins 5 caractères,La demande doit être d'au moins 5 caractères,"'errors.ticket.request.length':'La demande doit être d\'au moins 5 caractères',",
fr,errors.ticket.requester,Requester must be provided,Requester must be provided,Requester must be provided,Demandeur doit être fournie,Demandeur doit être fournie,Demandeur doit être fournie,Demandeur doit être fournie,"'errors.ticket.requester':'Demandeur doit être fournie',",
fr,errors.ticket.status,Status must be provided,Status must be provided,Status must be provided,Le statut doit être fourni,Le statut doit être fourni,Le statut doit être fourni,Le statut doit être fourni,"'errors.ticket.status':'Le statut doit être fourni',",
fr,errors.work_order.cost_estimate,Please specify a cost estimate,Please specify a cost estimate,Please specify a cost estimate,S'il vous plaît spécifier une estimation des coûts,S'il vous plaît spécifier une estimation des coûts,S'il vous plaît spécifier une estimation des coûts,S'il vous plaît spécifier une estimation des coûts,"'errors.work_order.cost_estimate':'S\'il vous plaît spécifier une estimation des coûts',",
fr,errors.work_order.cost_estimate.gte,Cost estimates cannot be negative,Cost estimates cannot be negative,Cost estimates cannot be negative,Les estimations des coûts ne peuvent pas être négatif,Les estimations des coûts ne peuvent pas être négatif,Les estimations des coûts ne peuvent pas être négatif,Les estimations des coûts ne peuvent pas être négatif,"'errors.work_order.cost_estimate.gte':'Les estimations des coûts ne peuvent pas être négatif',",
fr,errors.work_order.cost_estimate.length,Whoa money bags! I do not think you have the funds for this.,Whoa money bags! I do not think you have the funds for this.,Whoa money bags! I do not think you have the funds for this.,sacs d'argent Whoa! Je ne pense pas que vous avez les fonds pour cela.,sacs d'argent Whoa! Je ne pense pas que vous avez les fonds pour cela.,sacs d'argent Whoa! Je ne pense pas que vous avez les fonds pour cela.,sacs d'argent Whoa! Je ne pense pas que vous avez les fonds pour cela.,"'errors.work_order.cost_estimate.length':'sacs d\'argent Whoa! Je ne pense pas que vous avez les fonds pour cela.',",
fr,errors.work_order.scheduled_date,ETA is required,ETA is required,ETA is required,ETA est nécessaire,ETA est nécessaire,ETA est nécessaire,ETA est nécessaire,"'errors.work_order.scheduled_date':'ETA est nécessaire',",
fr,errors.work_order.scheduled_date_in_past,ETA should not be in the past,ETA should not be in the past,ETA should not be in the past,ETA ne devrait pas être dans le passé,ETA ne devrait pas être dans le passé,ETA ne devrait pas être dans le passé,ETA ne devrait pas être dans le passé,"'errors.work_order.scheduled_date_in_past':'ETA ne devrait pas être dans le passé',",
fr,event.rentals,Event Rentals,Event Rentals,Event Rentals,Location de l'événement,Location de l'événement,Location de l'événement,Location de l'événement,"'event.rentals':'Location de l\'événement',",
fr,excavation.and.soil.construction,Excavation And Soil Construction,Excavation And Soil Construction,Excavation And Soil Construction,Excavation Et Soil Construction,Excavation Et Soil Construction,Excavation Et Soil Construction,Excavation Et Soil Construction,"'excavation.and.soil.construction':'Excavation Et Soil Construction',",
fr,exclude,Exclude,Exclude,Exclude,Exclure,Exclure,Exclure,Exclure,"'exclude':'Exclure',",
fr,exterior.cleaning.and.maintenance,Exterior Cleaning And Maintenance,Exterior Cleaning And Maintenance,Exterior Cleaning And Maintenance,Nettoyage extérieur et entretien,Nettoyage extérieur et entretien,Nettoyage extérieur et entretien,Nettoyage extérieur et entretien,"'exterior.cleaning.and.maintenance':'Nettoyage extérieur et entretien',",
fr,exterior.lighting,Exterior Lighting,Exterior Lighting,Exterior Lighting,Éclairage extérieur,Éclairage extérieur,Éclairage extérieur,Éclairage extérieur,"'exterior.lighting':'Éclairage extérieur',",
fr,fencing,Fencing,Fencing,Fencing,Escrime,Escrime,Escrime,Escrime,"'fencing':'Escrime',",
fr,filter.replacement,Filter Replacement,Filter Replacement,Filter Replacement,remplacement du filtre,remplacement du filtre,remplacement du filtre,remplacement du filtre,"'filter.replacement':'remplacement du filtre',",
fr,financial.computer.equipment,Financial Computer Equipment,Financial Computer Equipment,Financial Computer Equipment,Équipement informatique financière,Équipement informatique financière,Équipement informatique financière,Équipement informatique financière,"'financial.computer.equipment':'Équipement informatique financière',",
fr,fire.protection.and.safety,Fire Protection And Safety,Fire Protection And Safety,Fire Protection And Safety,Protection et sécurité incendie,Protection et sécurité incendie,Protection et sécurité incendie,Protection et sécurité incendie,"'fire.protection.and.safety':'Protection et sécurité incendie',",
fr,fitness.equipment,Fitness Equipment,Fitness Equipment,Fitness Equipment,Équipement de fitness,Équipement de fitness,Équipement de fitness,Équipement de fitness,"'fitness.equipment':'Équipement de fitness',",
fr,fixxpert,Fixxpert,Fixxpert,Fixxpert,Fixxpert,Fixxpert,Fixxpert,Fixxpert,"'fixxpert':'Fixxpert',",
fr,flag,Flag,Flag,Flag,Drapeau,Drapeau,Drapeau,Drapeau,"'flag':'Drapeau',",
fr,floor.cleaning,Floor Cleaning,Floor Cleaning,Floor Cleaning,Nettoyage des sols,Nettoyage des sols,Nettoyage des sols,Nettoyage des sols,"'floor.cleaning':'Nettoyage des sols',",
fr,flooring,Flooring,Flooring,Flooring,Sol,Sol,Sol,Sol,"'flooring':'Sol',",
fr,fragrancing,Fragrancing,Fragrancing,Fragrancing,parfumante,parfumante,parfumante,parfumante,"'fragrancing':'parfumante',",
fr,freight,Freight,Freight,Freight,Fret,Fret,Fret,Fret,"'freight':'Fret',",
fr,fuel.systems,Fuel Systems,Fuel Systems,Fuel Systems,Systèmes de carburant,Systèmes de carburant,Systèmes de carburant,Systèmes de carburant,"'fuel.systems':'Systèmes de carburant',",
fr,furniture.and.fixtures,Furniture And Fixtures,Furniture And Fixtures,Furniture And Fixtures,Mobilier et agencements,Mobilier et agencements,Mobilier et agencements,Mobilier et agencements,"'furniture.and.fixtures':'Mobilier et agencements',",
fr,gaming.and.amusement,Gaming And Amusement,Gaming And Amusement,Gaming And Amusement,Jeux Et Divertissement,Jeux Et Divertissement,Jeux Et Divertissement,Jeux Et Divertissement,"'gaming.and.amusement':'Jeux Et Divertissement',",
fr,garbage.chute.cleaning,Garbage Chute Cleaning,Garbage Chute Cleaning,Garbage Chute Cleaning,Garbage Chute nettoyage,Garbage Chute nettoyage,Garbage Chute nettoyage,Garbage Chute nettoyage,"'garbage.chute.cleaning':'Garbage Chute nettoyage',",
