LOCALE,KEY,ENGLISH,,,,,,VALUE,FIXUTURE,CONTEXT
zh-cn,general.repairs.and.maintenance,General Repairs And Maintenance,General Repairs And Maintenance,General Repairs And Maintenance,一般维修和保养,一般维修和保养,一般维修和保养,一般维修和保养,"'general.repairs.and.maintenance':'一般维修和保养',",
zh-cn,generators,Generators,Generators,Generators,发电机,发电机,发电机,发电机,"'generators':'发电机',",
zh-cn,glass.and.mirrors,Glass And Mirrors,Glass And Mirrors,Glass And Mirrors,玻璃和镜子,玻璃和镜子,玻璃和镜子,玻璃和镜子,"'glass.and.mirrors':'玻璃和镜子',",
zh-cn,gondolas,Gondolas,Gondolas,Gondolas,贡多拉,贡多拉,贡多拉,贡多拉,"'gondolas':'贡多拉',",
zh-cn,graffiti.removal,Graffiti Removal,Graffiti Removal,Graffiti Removal,清除涂鸦,清除涂鸦,清除涂鸦,清除涂鸦,"'graffiti.removal':'清除涂鸦',",
zh-cn,graphic.design,Graphic Design,Graphic Design,Graphic Design,平面设计,平面设计,平面设计,平面设计,"'graphic.design':'平面设计',",
zh-cn,grease.cleaning.and.disposal,Grease Cleaning And Disposal,Grease Cleaning And Disposal,Grease Cleaning And Disposal,油脂清洁和处理,油脂清洁和处理,油脂清洁和处理,油脂清洁和处理,"'grease.cleaning.and.disposal':'油脂清洁和处理',",
zh-cn,grid.export,Export,Export,Export,出口,出口,出口,出口,"'grid.export':'出口',",
zh-cn,grid.filter,Filter,Filter,Filter,过滤,过滤,过滤,过滤,"'grid.filter':'过滤',",
zh-cn,grid.filter.other,Filters,Filters,Filters,过滤器,过滤器,过滤器,过滤器,"'grid.filter.other':'过滤器',",
zh-cn,grid.filterset_name,Name your filter,Name your filter,Name your filter,命名过滤器,命名过滤器,命名过滤器,命名过滤器,"'grid.filterset_name':'命名过滤器',",
zh-cn,grid.no_results,No Results,No Results,No Results,没有结果,没有结果,没有结果,没有结果,"'grid.no_results':'没有结果',",
zh-cn,grid.per_page,{{size}} per page,_size}} per page,_size_var_ per page,每页_size_var_,每页_size}},每页{{size}},每页{{size}},"'grid.per_page':'每页{{size}}',",
zh-cn,grid.reset_all_options,Reset All Options,Reset All Options,Reset All Options,重置所有选项,重置所有选项,重置所有选项,重置所有选项,"'grid.reset_all_options':'重置所有选项',",
zh-cn,grid.save_filter,Save Filter,Save Filter,Save Filter,保存过滤器,保存过滤器,保存过滤器,保存过滤器,"'grid.save_filter':'保存过滤器',",
zh-cn,gunsmith,Gunsmith,Gunsmith,Gunsmith,工坊,工坊,工坊,工坊,"'gunsmith':'工坊',",
zh-cn,gutters.and.repairs,Gutters And Repairs,Gutters And Repairs,Gutters And Repairs,排水沟和维修,排水沟和维修,排水沟和维修,排水沟和维修,"'gutters.and.repairs':'排水沟和维修',",
zh-cn,hair.salon.equipment,Hair Salon Equipment,Hair Salon Equipment,Hair Salon Equipment,美发沙龙设备,美发沙龙设备,美发沙龙设备,美发沙龙设备,"'hair.salon.equipment':'美发沙龙设备',",
zh-cn,hardscaping,Hardscaping,Hardscaping,Hardscaping,Hardscaping,Hardscaping,Hardscaping,Hardscaping,"'hardscaping':'Hardscaping',",
zh-cn,hardware,Hardware,Hardware,Hardware,硬件,硬件,硬件,硬件,"'hardware':'硬件',",
zh-cn,health.and.safety.systems,Health And Safety Systems,Health And Safety Systems,Health And Safety Systems,健康和安全系统,健康和安全系统,健康和安全系统,健康和安全系统,"'health.and.safety.systems':'健康和安全系统',",
zh-cn,home.label.create,Create,Create,Create,创建,创建,创建,创建,"'home.label.create':'创建',",
zh-cn,hvac,Hvac,Hvac,Hvac,暖通空调,暖通空调,暖通空调,暖通空调,"'hvac':'暖通空调',",
zh-cn,hvac.parts,Hvac Parts,Hvac Parts,Hvac Parts,空调配件,空调配件,空调配件,空调配件,"'hvac.parts':'空调配件',",
zh-cn,industrial.hygiene,Industrial Hygiene,Industrial Hygiene,Industrial Hygiene,工业卫生,工业卫生,工业卫生,工业卫生,"'industrial.hygiene':'工业卫生',",
zh-cn,information.technology,Information Technology,Information Technology,Information Technology,信息技术,信息技术,信息技术,信息技术,"'information.technology':'信息技术',",
zh-cn,irrigation.systems,Irrigation Systems,Irrigation Systems,Irrigation Systems,灌溉系统,灌溉系统,灌溉系统,灌溉系统,"'irrigation.systems':'灌溉系统',",
zh-cn,janitorial,Janitorial,Janitorial,Janitorial,门卫,门卫,门卫,门卫,"'janitorial':'门卫',",
zh-cn,junk.removal,Junk Removal,Junk Removal,Junk Removal,垃圾清除,垃圾清除,垃圾清除,垃圾清除,"'junk.removal':'垃圾清除',",
zh-cn,kitchen.equipment,Kitchen Equipment,Kitchen Equipment,Kitchen Equipment,厨房设备,厨房设备,厨房设备,厨房设备,"'kitchen.equipment':'厨房设备',",
zh-cn,kitchen.equipment.parts,Kitchen Equipment Parts,Kitchen Equipment Parts,Kitchen Equipment Parts,厨房设备配件,厨房设备配件,厨房设备配件,厨房设备配件,"'kitchen.equipment.parts':'厨房设备配件',",
zh-cn,kitchen.exhaust,Kitchen Exhaust,Kitchen Exhaust,Kitchen Exhaust,厨房排气,厨房排气,厨房排气,厨房排气,"'kitchen.exhaust':'厨房排气',",
zh-cn,kitchen.ventilation.controls,Kitchen Ventilation Controls,Kitchen Ventilation Controls,Kitchen Ventilation Controls,厨房通风控制,厨房通风控制,厨房通风控制,厨房通风控制,"'kitchen.ventilation.controls':'厨房通风控制',",
zh-cn,laboratory.and.scientific.equipment,Laboratory And Scientific Equipment,Laboratory And Scientific Equipment,Laboratory And Scientific Equipment,实验室和科研设备,实验室和科研设备,实验室和科研设备,实验室和科研设备,"'laboratory.and.scientific.equipment':'实验室和科研设备',",
zh-cn,landscaping,Landscaping,Landscaping,Landscaping,园林绿化,园林绿化,园林绿化,园林绿化,"'landscaping':'园林绿化',",
zh-cn,laundry.equipment,Laundry Equipment,Laundry Equipment,Laundry Equipment,洗衣房设备,洗衣房设备,洗衣房设备,洗衣房设备,"'laundry.equipment':'洗衣房设备',",
zh-cn,lighting,Lighting,Lighting,Lighting,灯光,灯光,灯光,灯光,"'lighting':'灯光',",
zh-cn,linens.and.tablecloths,Linens And Tablecloths,Linens And Tablecloths,Linens And Tablecloths,床单和桌布,床单和桌布,床单和桌布,床单和桌布,"'linens.and.tablecloths':'床单和桌布',",
zh-cn,lockers,Lockers,Lockers,Lockers,储物柜,储物柜,储物柜,储物柜,"'lockers':'储物柜',",
zh-cn,locks.and.keys,Locks And Keys,Locks And Keys,Locks And Keys,锁和钥匙,锁和钥匙,锁和钥匙,锁和钥匙,"'locks.and.keys':'锁和钥匙',",
zh-cn,logistics,Logistics,Logistics,Logistics,后勤,后勤,后勤,后勤,"'logistics':'后勤',",
zh-cn,loss.prevention.and.investigations,Loss Prevention And Investigations,Loss Prevention And Investigations,Loss Prevention And Investigations,防损及调查,防损及调查,防损及调查,防损及调查,"'loss.prevention.and.investigations':'防损及调查',",
zh-cn,machine.repair,Machine Repair,Machine Repair,Machine Repair,机修,机修,机修,机修,"'machine.repair':'机修',",
zh-cn,mail.services,Mail Services,Mail Services,Mail Services,邮件服务,邮件服务,邮件服务,邮件服务,"'mail.services':'邮件服务',",
zh-cn,manufacturing,Manufacturing,Manufacturing,Manufacturing,制造业,制造业,制造业,制造业,"'manufacturing':'制造业',",
zh-cn,marketing,Marketing,Marketing,Marketing,营销,营销,营销,营销,"'marketing':'营销',",
zh-cn,masonry,Masonry,Masonry,Masonry,石工,石工,石工,石工,"'masonry':'石工',",
zh-cn,material.handling,Material Handling,Material Handling,Material Handling,物料搬运,物料搬运,物料搬运,物料搬运,"'material.handling':'物料搬运',",
zh-cn,mats,Mats,Mats,Mats,垫,垫,垫,垫,"'mats':'垫',",
zh-cn,meat.processing,Meat Processing,Meat Processing,Meat Processing,肉类加工,肉类加工,肉类加工,肉类加工,"'meat.processing':'肉类加工',",
zh-cn,medical.equipment.repair,Medical Equipment Repair,Medical Equipment Repair,Medical Equipment Repair,医疗设备维修,医疗设备维修,医疗设备维修,医疗设备维修,"'medical.equipment.repair':'医疗设备维修',",
zh-cn,menu.home,Home,Home,Home,家,家,家,家,"'menu.home':'家',",
zh-cn,merchant.services,Merchant Services,Merchant Services,Merchant Services,商家服务,商家服务,商家服务,商家服务,"'merchant.services':'商家服务',",
zh-cn,metal.restoration,Metal Restoration,Metal Restoration,Metal Restoration,金属修复,金属修复,金属修复,金属修复,"'metal.restoration':'金属修复',",
zh-cn,millwright,Millwright,Millwright,Millwright,技工,技工,技工,技工,"'millwright':'技工',",
zh-cn,mobile.label.detail,Details,Details,Details,细节,细节,细节,细节,"'mobile.label.detail':'细节',",
zh-cn,modules.assets.titleShort,Assets,Assets,Assets,资产,资产,资产,资产,"'modules.assets.titleShort':'资产',",
zh-cn,modules.invoices.titleShort,Invoices,Invoices,Invoices,发票,发票,发票,发票,"'modules.invoices.titleShort':'发票',",
zh-cn,modules.pms.titleShort,PM,PM,PM,下午,下午,下午,下午,"'modules.pms.titleShort':'下午',",
zh-cn,modules.projects.titleShort,Projects,Projects,Projects,项目,项目,项目,项目,"'modules.projects.titleShort':'项目',",
zh-cn,modules.purchaseOrders.titleShort,Purchase Orders,Purchase Orders,Purchase Orders,订单,订单,订单,订单,"'modules.purchaseOrders.titleShort':'订单',",
zh-cn,modules.rfqs.titleShort,RFQs,RFQs,RFQs,询价,询价,询价,询价,"'modules.rfqs.titleShort':'询价',",
zh-cn,modules.tasks.titleShort,Tasks,Tasks,Tasks,任务,任务,任务,任务,"'modules.tasks.titleShort':'任务',",
zh-cn,modules.tickets.newTickets,New Tickets,New Tickets,New Tickets,新门票,新门票,新门票,新门票,"'modules.tickets.newTickets':'新门票',",
zh-cn,modules.tickets.openTickets,Open Tickets,Open Tickets,Open Tickets,开放式门票,开放式门票,开放式门票,开放式门票,"'modules.tickets.openTickets':'开放式门票',",
zh-cn,modules.tickets.titleShort,Tickets,Tickets,Tickets,门票,门票,门票,门票,"'modules.tickets.titleShort':'门票',",
zh-cn,modules.workOrders.overdue,Overdue Work Orders,Overdue Work Orders,Overdue Work Orders,逾期工单,逾期工单,逾期工单,逾期工单,"'modules.workOrders.overdue':'逾期工单',",
zh-cn,modules.workOrders.titleShort,Work Orders,Work Orders,Work Orders,工作订单,工作订单,工作订单,工作订单,"'modules.workOrders.titleShort':'工作订单',",
zh-cn,movie.screen.cleaning,Movie Screen Cleaning,Movie Screen Cleaning,Movie Screen Cleaning,电影屏幕清洁,电影屏幕清洁,电影屏幕清洁,电影屏幕清洁,"'movie.screen.cleaning':'电影屏幕清洁',",
zh-cn,noise.control.products,Noise Control Products,Noise Control Products,Noise Control Products,噪声控制产品,噪声控制产品,噪声控制产品,噪声控制产品,"'noise.control.products':'噪声控制产品',",
zh-cn,notices.offline,Your network connection is offline.,Your network connection is offline.,Your network connection is offline.,您的网络连接处于脱机状态。,您的网络连接处于脱机状态。,您的网络连接处于脱机状态。,您的网络连接处于脱机状态。,"'notices.offline':'您的网络连接处于脱机状态。',",
zh-cn,notices.online,Your network connection is online.,Your network connection is online.,Your network connection is online.,您的网络连接上网。,您的网络连接上网。,您的网络连接上网。,您的网络连接上网。,"'notices.online':'您的网络连接上网。',",
zh-cn,office.equipment,Office Equipment,Office Equipment,Office Equipment,办公用品,办公用品,办公用品,办公用品,"'office.equipment':'办公用品',",
zh-cn,ophthalmic.equipment,Ophthalmic Equipment,Ophthalmic Equipment,Ophthalmic Equipment,眼科设备,眼科设备,眼科设备,眼科设备,"'ophthalmic.equipment':'眼科设备',",
zh-cn,paint.and.wallcovering,Paint And Wallcovering,Paint And Wallcovering,Paint And Wallcovering,油漆和墙纸,油漆和墙纸,油漆和墙纸,油漆和墙纸,"'paint.and.wallcovering':'油漆和墙纸',",
zh-cn,parking.lot.sweeping,Parking Lot Sweeping,Parking Lot Sweeping,Parking Lot Sweeping,停车场清扫,停车场清扫,停车场清扫,停车场清扫,"'parking.lot.sweeping':'停车场清扫',",
zh-cn,parts.washing.equipment,Parts Washing Equipment,Parts Washing Equipment,Parts Washing Equipment,零件清洗设备,零件清洗设备,零件清洗设备,零件清洗设备,"'parts.washing.equipment':'零件清洗设备',",
zh-cn,patio,Patio,Patio,Patio,庭院,庭院,庭院,庭院,"'patio':'庭院',",
zh-cn,paving,Paving,Paving,Paving,铺路,铺路,铺路,铺路,"'paving':'铺路',",
zh-cn,permits,Permits,Permits,Permits,许可证,许可证,许可证,许可证,"'permits':'许可证',",
zh-cn,pest.control,Pest Control,Pest Control,Pest Control,除害虫,除害虫,除害虫,除害虫,"'pest.control':'除害虫',",
zh-cn,photography,Photography,Photography,Photography,摄影,摄影,摄影,摄影,"'photography':'摄影',",
zh-cn,playground,Playground,Playground,Playground,操场,操场,操场,操场,"'playground':'操场',",
zh-cn,plumbing,Plumbing,Plumbing,Plumbing,水暖,水暖,水暖,水暖,"'plumbing':'水暖',",
zh-cn,plumbing.parts,Plumbing Parts,Plumbing Parts,Plumbing Parts,水暖配件,水暖配件,水暖配件,水暖配件,"'plumbing.parts':'水暖配件',",
zh-cn,pneumatic.systems,Pneumatic Systems,Pneumatic Systems,Pneumatic Systems,气动系统,气动系统,气动系统,气动系统,"'pneumatic.systems':'气动系统',",
zh-cn,pool.equipment,Pool Equipment,Pool Equipment,Pool Equipment,泳池设备,泳池设备,泳池设备,泳池设备,"'pool.equipment':'泳池设备',",
zh-cn,pos.systems,Pos Systems,Pos Systems,Pos Systems,POS系统,POS系统,POS系统,POS系统,"'pos.systems':'POS系统',",
zh-cn,power.generation,Power Generation,Power Generation,Power Generation,发电,发电,发电,发电,"'power.generation':'发电',",
zh-cn,power.select.select,Click to select,Click to select,Click to select,单击选择,单击选择,单击选择,单击选择,"'power.select.select':'单击选择',",
zh-cn,power.washing,Power Washing,Power Washing,Power Washing,威力洗衣机,威力洗衣机,威力洗衣机,威力洗衣机,"'power.washing':'威力洗衣机',",
zh-cn,power.washing.equipment,Power Washing Equipment,Power Washing Equipment,Power Washing Equipment,电源洗涤设备,电源洗涤设备,电源洗涤设备,电源洗涤设备,"'power.washing.equipment':'电源洗涤设备',",
zh-cn,printing,Printing,Printing,Printing,印花,印花,印花,印花,"'printing':'印花',",
zh-cn,promotional.products,Promotional Products,Promotional Products,Promotional Products,促销产品,促销产品,促销产品,促销产品,"'promotional.products':'促销产品',",
zh-cn,quality.assurance,Quality Assurance,Quality Assurance,Quality Assurance,质量保证,质量保证,质量保证,质量保证,"'quality.assurance':'质量保证',",
zh-cn,rail.road.materials.handling,Rail Road Materials Handling,Rail Road Materials Handling,Rail Road Materials Handling,铁路路物料搬运,铁路路物料搬运,铁路路物料搬运,铁路路物料搬运,"'rail.road.materials.handling':'铁路路物料搬运',",
zh-cn,recycling,Recycling,Recycling,Recycling,回收,回收,回收,回收,"'recycling':'回收',",
zh-cn,refinery,Refinery,Refinery,Refinery,炼油厂,炼油厂,炼油厂,炼油厂,"'refinery':'炼油厂',",
zh-cn,refrigeration,Refrigeration,Refrigeration,Refrigeration,冷藏,冷藏,冷藏,冷藏,"'refrigeration':'冷藏',",
zh-cn,refrigeration.parts,Refrigeration Parts,Refrigeration Parts,Refrigeration Parts,制冷配件,制冷配件,制冷配件,制冷配件,"'refrigeration.parts':'制冷配件',",
zh-cn,relocation,Relocation,Relocation,Relocation,搬迁,搬迁,搬迁,搬迁,"'relocation':'搬迁',",
zh-cn,remediation,Remediation,Remediation,Remediation,整治,整治,整治,整治,"'remediation':'整治',",
zh-cn,restoration,Restoration,Restoration,Restoration,恢复,恢复,恢复,恢复,"'restoration':'恢复',",
zh-cn,restroom.accessories,Restroom Accessories,Restroom Accessories,Restroom Accessories,厕所配件,厕所配件,厕所配件,厕所配件,"'restroom.accessories':'厕所配件',",
zh-cn,restroom.partitions,Restroom Partitions,Restroom Partitions,Restroom Partitions,厕所分区,厕所分区,厕所分区,厕所分区,"'restroom.partitions':'厕所分区',",
zh-cn,retention.ponds,Retention Ponds,Retention Ponds,Retention Ponds,蓄水池,蓄水池,蓄水池,蓄水池,"'retention.ponds':'蓄水池',",
zh-cn,risk.management,Risk Management,Risk Management,Risk Management,风险管理,风险管理,风险管理,风险管理,"'risk.management':'风险管理',",
zh-cn,river.and.levee.repair,River And Levee Repair,River And Levee Repair,River And Levee Repair,河流和堤防修复,河流和堤防修复,河流和堤防修复,河流和堤防修复,"'river.and.levee.repair':'河流和堤防修复',",
zh-cn,road.maintenance,Road Maintenance,Road Maintenance,Road Maintenance,公路养护,公路养护,公路养护,公路养护,"'road.maintenance':'公路养护',",
zh-cn,role.label.permission.category,Category,Category,Category,类别,类别,类别,类别,"'role.label.permission.category':'类别',",
zh-cn,role.label.permission.create,Create,Create,Create,创建,创建,创建,创建,"'role.label.permission.create':'创建',",
zh-cn,role.label.permission.delete,Delete,Delete,Delete,删除,删除,删除,删除,"'role.label.permission.delete':'删除',",
zh-cn,role.label.permission.edit,Edit,Edit,Edit,编辑,编辑,编辑,编辑,"'role.label.permission.edit':'编辑',",
zh-cn,role.label.permission.location,Location,Location,Location,位置,位置,位置,位置,"'role.label.permission.location':'位置',",
zh-cn,role.label.permission.locationlevel,Location Level,Location Level,Location Level,地点一层,地点一层,地点一层,地点一层,"'role.label.permission.locationlevel':'地点一层',",
zh-cn,role.label.permission.person,Person,Person,Person,人,人,人,人,"'role.label.permission.person':'人',",
zh-cn,role.label.permission.role,Role,Role,Role,角色,角色,角色,角色,"'role.label.permission.role':'角色',",
zh-cn,role.label.permission.ticket,Ticket,Ticket,Ticket,票,票,票,票,"'role.label.permission.ticket':'票',",
zh-cn,role.label.permission.view,View,View,View,视图,视图,视图,视图,"'role.label.permission.view':'视图',",
zh-cn,role.label.permission.workorder,Work Order,Work Order,Work Order,工作指示,工作指示,工作指示,工作指示,"'role.label.permission.workorder':'工作指示',",
zh-cn,roofing,Roofing,Roofing,Roofing,屋顶,屋顶,屋顶,屋顶,"'roofing':'屋顶',",
zh-cn,room.partitions,Room Partitions,Room Partitions,Room Partitions,房间隔墙,房间隔墙,房间隔墙,房间隔墙,"'room.partitions':'房间隔墙',",
zh-cn,safes,Safes,Safes,Safes,保险柜,保险柜,保险柜,保险柜,"'safes':'保险柜',",
zh-cn,safety,Safety,Safety,Safety,安全,安全,安全,安全,"'safety':'安全',",
zh-cn,scaffolding,Scaffolding,Scaffolding,Scaffolding,脚手架,脚手架,脚手架,脚手架,"'scaffolding':'脚手架',",
zh-cn,seating,Seating,Seating,Seating,座位,座位,座位,座位,"'seating':'座位',",
zh-cn,security,Security,Security,Security,安全,安全,安全,安全,"'security':'安全',",
zh-cn,security.equipment,Security Equipment,Security Equipment,Security Equipment,安防设备,安防设备,安防设备,安防设备,"'security.equipment':'安防设备',",
zh-cn,selects.loading,Loading,Loading,Loading,加载,加载,加载,加载,"'selects.loading':'加载',",
zh-cn,selects.noMatchesMessage,No Matches,No Matches,No Matches,无匹配,无匹配,无匹配,无匹配,"'selects.noMatchesMessage':'无匹配',",
zh-cn,selects.searchMessage,Type to search,Type to search,Type to search,键入要搜索,键入要搜索,键入要搜索,键入要搜索,"'selects.searchMessage':'键入要搜索',",
zh-cn,selects.searchPlaceholder,Search,Search,Search,搜索,搜索,搜索,搜索,"'selects.searchPlaceholder':'搜索',",
zh-cn,sewage.lift.stations,Sewage Lift Stations,Sewage Lift Stations,Sewage Lift Stations,污水提升站,污水提升站,污水提升站,污水提升站,"'sewage.lift.stations':'污水提升站',",
zh-cn,sharpening.services,Sharpening Services,Sharpening Services,Sharpening Services,刃磨服务,刃磨服务,刃磨服务,刃磨服务,"'sharpening.services':'刃磨服务',",
zh-cn,sheet.metal,Sheet Metal,Sheet Metal,Sheet Metal,薄板,薄板,薄板,薄板,"'sheet.metal':'薄板',",
zh-cn,shipping.and.receiving,Shipping And Receiving,Shipping And Receiving,Shipping And Receiving,收发货,收发货,收发货,收发货,"'shipping.and.receiving':'收发货',",
zh-cn,shopping.carts,Shopping Carts,Shopping Carts,Shopping Carts,购物车,购物车,购物车,购物车,"'shopping.carts':'购物车',",
zh-cn,showcase.and.display,Showcase And Display,Showcase And Display,Showcase And Display,橱窗和展示,橱窗和展示,橱窗和展示,橱窗和展示,"'showcase.and.display':'橱窗和展示',",
zh-cn,signs.and.banners,Signs And Banners,Signs And Banners,Signs And Banners,标牌和横幅,标牌和横幅,标牌和横幅,标牌和横幅,"'signs.and.banners':'标牌和横幅',",
zh-cn,site.inspections,Site Inspections,Site Inspections,Site Inspections,现场检验,现场检验,现场检验,现场检验,"'site.inspections':'现场检验',",
zh-cn,snow.removal,Snow Removal,Snow Removal,Snow Removal,除雪,除雪,除雪,除雪,"'snow.removal':'除雪',",
zh-cn,soda.equipment,Soda Equipment,Soda Equipment,Soda Equipment,烧碱装置,烧碱装置,烧碱装置,烧碱装置,"'soda.equipment':'烧碱装置',",
zh-cn,solar.panels,Solar Panels,Solar Panels,Solar Panels,太阳能板,太阳能板,太阳能板,太阳能板,"'solar.panels':'太阳能板',",
zh-cn,spot.coolers,Spot Coolers,Spot Coolers,Spot Coolers,现货冷却器,现货冷却器,现货冷却器,现货冷却器,"'spot.coolers':'现货冷却器',",
zh-cn,staffing.services,Staffing Services,Staffing Services,Staffing Services,人力资源服务,人力资源服务,人力资源服务,人力资源服务,"'staffing.services':'人力资源服务',",
zh-cn,stainless.equipment.and.maintenance,Stainless Equipment And Maintenance,Stainless Equipment And Maintenance,Stainless Equipment And Maintenance,不锈钢设备用品及维修,不锈钢设备用品及维修,不锈钢设备用品及维修,不锈钢设备用品及维修,"'stainless.equipment.and.maintenance':'不锈钢设备用品及维修',",
zh-cn,storage,Storage,Storage,Storage,存储,存储,存储,存储,"'storage':'存储',",
zh-cn,storefront,Storefront,Storefront,Storefront,店面,店面,店面,店面,"'storefront':'店面',",
zh-cn,storm.water.systems,Storm Water Systems,Storm Water Systems,Storm Water Systems,雨水系统,雨水系统,雨水系统,雨水系统,"'storm.water.systems':'雨水系统',",
zh-cn,street.sweeping,Street Sweeping,Street Sweeping,Street Sweeping,扫街,扫街,扫街,扫街,"'street.sweeping':'扫街',",
zh-cn,strollers,Strollers,Strollers,Strollers,婴儿推车,婴儿推车,婴儿推车,婴儿推车,"'strollers':'婴儿推车',",
zh-cn,structural.repairs,Structural Repairs,Structural Repairs,Structural Repairs,结构性维修,结构性维修,结构性维修,结构性维修,"'structural.repairs':'结构性维修',",
zh-cn,supplies,Supplies,Supplies,Supplies,供应,供应,供应,供应,"'supplies':'供应',",
zh-cn,table/bar.top.refinishing,Table/Bar Top Refinishing,Table/Bar Top Refinishing,Table/Bar Top Refinishing,表/酒吧前修补,表/酒吧前修补,表/酒吧前修补,表/酒吧前修补,"'table/bar.top.refinishing':'表/酒吧前修补',",
zh-cn,tenant.billing_contact,Billing Contact,Billing Contact,Billing Contact,付款联系人,付款联系人,付款联系人,付款联系人,"'tenant.billing_contact':'付款联系人',",
zh-cn,tenant.company_code,Company Code must be provided,Company Code must be provided,Company Code must be provided,公司代码必须提供,公司代码必须提供,公司代码必须提供,公司代码必须提供,"'tenant.company_code':'公司代码必须提供',",
zh-cn,tenant.company_name,Company Name,Company Name,Company Name,公司名,公司名,公司名,公司名,"'tenant.company_name':'公司名',",
zh-cn,tenant.dashboard_text,Dashboard Text,Dashboard Text,Dashboard Text,仪表板文本,仪表板文本,仪表板文本,仪表板文本,"'tenant.dashboard_text':'仪表板文本',",
zh-cn,tenant.implementation_contact_initial,Initial Implementation Contact Name,Initial Implementation Contact Name,Initial Implementation Contact Name,初步实施联系人姓名,初步实施联系人姓名,初步实施联系人姓名,初步实施联系人姓名,"'tenant.implementation_contact_initial':'初步实施联系人姓名',",
zh-cn,tenant.label.company_code,Company Code,Company Code,Company Code,公司代码,公司代码,公司代码,公司代码,"'tenant.label.company_code':'公司代码',",
zh-cn,tenant.label.company_name,Company Name,Company Name,Company Name,公司名,公司名,公司名,公司名,"'tenant.label.company_name':'公司名',",
zh-cn,tenant.label.test_mode,Test Mode,Test Mode,Test Mode,测试模式,测试模式,测试模式,测试模式,"'tenant.label.test_mode':'测试模式',",
zh-cn,tenant.new,New Tenant,New Tenant,New Tenant,新房客,新房客,新房客,新房客,"'tenant.new':'新房客',",
zh-cn,tenant.one,Tenant,Tenant,Tenant,承租人,承租人,承租人,承租人,"'tenant.one':'承租人',",
zh-cn,tenant.other,Tenants,Tenants,Tenants,租户,租户,租户,租户,"'tenant.other':'租户',",
zh-cn,tenant.scid,Service Channel ID,Service Channel ID,Service Channel ID,服务渠道ID,服务渠道ID,服务渠道ID,服务渠道ID,"'tenant.scid':'服务渠道ID',",
zh-cn,tenant.search,Search Tenants,Search Tenants,Search Tenants,搜索租户,搜索租户,搜索租户,搜索租户,"'tenant.search':'搜索租户',",
zh-cn,tent.rentals,Tent Rentals,Tent Rentals,Tent Rentals,帐篷出租,帐篷出租,帐篷出租,帐篷出租,"'tent.rentals':'帐篷出租',",
zh-cn,theatre.screen.rigging,Theatre Screen Rigging,Theatre Screen Rigging,Theatre Screen Rigging,剧院屏索具,剧院屏索具,剧院屏索具,剧院屏索具,"'theatre.screen.rigging':'剧院屏索具',",
zh-cn,thermal.imaging,Thermal Imaging,Thermal Imaging,Thermal Imaging,热成像,热成像,热成像,热成像,"'thermal.imaging':'热成像',",
zh-cn,ticket.activity_type.assignee,Assignee Changed,Assignee Changed,Assignee Changed,受让人改变,受让人改变,受让人改变,受让人改变,"'ticket.activity_type.assignee':'受让人改变',",
zh-cn,ticket.activity_type.attachment_add,Attachment Added,Attachment Added,Attachment Added,添加附件,添加附件,添加附件,添加附件,"'ticket.activity_type.attachment_add':'添加附件',",
zh-cn,ticket.activity_type.categories,Change Categories,Change Categories,Change Categories,更改分类,更改分类,更改分类,更改分类,"'ticket.activity_type.categories':'更改分类',",
zh-cn,ticket.activity_type.cc_add,Add CC,Add CC,Add CC,添加抄送,添加抄送,添加抄送,添加抄送,"'ticket.activity_type.cc_add':'添加抄送',",
zh-cn,ticket.activity_type.cc_remove,Remove CC,Remove CC,Remove CC,删除CC,删除CC,删除CC,删除CC,"'ticket.activity_type.cc_remove':'删除CC',",
zh-cn,ticket.activity_type.comment,Comment,Comment,Comment,评论,评论,评论,评论,"'ticket.activity_type.comment':'评论',",
zh-cn,ticket.activity_type.create,Ticket Created,Ticket Created,Ticket Created,票务创建,票务创建,票务创建,票务创建,"'ticket.activity_type.create':'票务创建',",
zh-cn,ticket.activity_type.prority,Change Piority,Change Piority,Change Piority,更改Piority,更改Piority,更改Piority,更改Piority,"'ticket.activity_type.prority':'更改Piority',",
zh-cn,ticket.activity_type.status,Change Status,Change Status,Change Status,更改状态,更改状态,更改状态,更改状态,"'ticket.activity_type.status':'更改状态',",
zh-cn,ticket.button.dispatch,Dispatch Work Order,Dispatch Work Order,Dispatch Work Order,调度工作订单,调度工作订单,调度工作订单,调度工作订单,"'ticket.button.dispatch':'调度工作订单',",
zh-cn,ticket.continue,Continue,Continue,Continue,继续,继续,继续,继续,"'ticket.continue':'继续',",
zh-cn,ticket.created,{{requester}} created this ticket {{timestamp}},_requester}} created this ticket _timestamp}},_requester_var_ created this ticket _timestamp_var_,_requester_var_创建此票_timestamp_var_,_requester}}创建此票_timestamp}},{{requester}}创建此票{{timestamp}},{{requester}}创建此票{{timestamp}},"'ticket.created':'{{requester}}创建此票{{timestamp}}',",
zh-cn,ticket.label.assignee-fullname,Assignee,Assignee,Assignee,代理人,代理人,代理人,代理人,"'ticket.label.assignee-fullname':'代理人',",
zh-cn,ticket.label.category-name,Category,Category,Category,类别,类别,类别,类别,"'ticket.label.category-name':'类别',",
zh-cn,ticket.label.cc,CC,CC,CC,CC,CC,CC,CC,"'ticket.label.cc':'CC',",
